asn,ixp,ixp_cc,fac,fac_cc
55967,BBIX Tokyo,JP,AT TOKYO (CC1/CC2),JP
55967,BBIX Tokyo,JP,FRT iDC Okinawa,JP
55967,BBIX Tokyo,JP,Digital Realty Tokyo - NRT10,JP
55967,BBIX Tokyo,JP,SCSK netXDC (SI1/SI2/SI3)/NEC Inzai DC,JP
55967,BBIX Tokyo,JP,COLT in Asia Tokyo Data Center 1 (TDC1),JP
55967,BBIX Tokyo,JP,Digital Edge TYO2 (ComSpace 1) - Tokyo,JP
55967,BBIX Tokyo,JP,Equinix TY4 - Tokyo,JP
55967,BBIX Tokyo,JP,AT TOKYO (CC3),JP
55967,BBIX Tokyo,JP,Maruyama Cable Landing Station,JP
55967,BBIX Tokyo,JP,NTT  DOCOMO BUSINESS Tokyo (NW1),JP
55967,BBIX Tokyo,JP,仙台中央データセンター,JP
55967,BBIX Tokyo,JP,Colt DC Tokyo II,JP
55967,BBIX Tokyo,JP,NTT DATA Otemachi Bldg,JP
55967,BBIX Tokyo,JP,Equinix TY11 - Tokyo,JP
55967,BBIX Tokyo,JP,Equinix TY2 - Tokyo,JP
55967,Any2East,US,CoreSite - Boston (BO1),US
55967,Any2East,US,CoreSite - Secaucus (NY2),US
55967,Any2East,US,CoreSite - New York (NY1),US
55967,Any2East,US,CoreSite - Reston (VA1),US
55967,Any2East,US,CoreSite - Reston (VA3),US
55967,Any2East,US,"CoreSite - Washington,DC (DC2)",US
55967,Any2East,US,CoreSite - Atlanta (AT1),US
55967,Any2East,US,CoreSite - Atlanta (AT2),US
55967,Any2East,US,"CoreSite - Washington,DC (DC1)",US
55967,Any2East,US,CoreSite - Reston (VA2),US
55967,Any2East,US,American Tower RA1,US
55957,CNIX,CN,,
58863,CNIX,CN,,
153376,ZXIX Hangzhou,CN,,
153376,LoLi-IX - NGB,CN,LoliNya Network - NBDC,CN
153376,Protocol 7 IX - Hong Kong,HK,,
153376,CXIX - Great Lakes,US,Equinix MT1 - Montreal,CA
153376,CXIX - Great Lakes,US,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
153376,BGP.Exchange - Hong Kong,HK,iTech Towers 2,HK
212793,UNM-Exch Canada-West,CA,Tech Futures YVR1,CA
212793,UNM-Exch Canada-West,CA,Harbour Centre Vancouver,CA
212793,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
212793,KleyReX,DE,aixit Frankfurt,DE
212793,KleyReX,DE,INTERNIC Frankfurt,DE
212793,KleyReX,DE,Telehouse - Frankfurt,DE
212793,KleyReX,DE,NewTelco Frankfurt,DE
212793,KleyReX,DE,MK Netzdienste Datacenter,DE
212793,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
212793,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
212793,KleyReX,DE,firstcolo - FRA4,DE
212793,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
212793,KleyReX,DE,iNTERWERK Rechenzentrum,DE
212793,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
212793,FogIXP,CH,firstcolo - FRA4,DE
212793,FogIXP,CH,Digital Realty Zurich ZUR1,CH
212793,FogIXP,CH,colozueri.ch Zurich,CH
212793,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
212793,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
212793,FogIXP,CH,NIKHEF Amsterdam,NL
212793,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
212793,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
212793,FogIXP,CH,Cogent Amsterdam,NL
212793,NL-ix,NL,Digital Realty Amsterdam AMS18,NL
212793,NL-ix,NL,NorthC Aalsmeer,NL
212793,NL-ix,NL,LuxConnect DC1.3 - Bettembourg,LU
212793,NL-ix,NL,Eurofiber Datacenter Arnhem,NL
212793,NL-ix,NL,"Equinix AM6 - Amsterdam, Duivendrechtsekade",NL
212793,NL-ix,NL,Previder PDC2,NL
212793,NL-ix,NL,NTT Berlin 1 Data Center (BER1),DE
212793,NL-ix,NL,Digital Realty London LHR20,GB
212793,NL-ix,NL,Digital Realty Frankfurt FRA1-27,DE
212793,NL-ix,NL,Datacenter Groningen,NL
212793,NL-ix,NL,Eurofiber Datacenter Rotterdam,NL
212793,NL-ix,NL,NorthC Almere,NL
212793,NL-ix,NL,Telehouse - London (Docklands North),GB
212793,NL-ix,NL,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
212793,NL-ix,NL,"Equinix AM8 - Amsterdam, Gyroscoopweg",NL
212793,NL-ix,NL,Eurofiber Datacenter Utrecht,NL
212793,NL-ix,NL,ITENOS Frankfurt (FRA1),DE
212793,NL-ix,NL,Smartdc Rotterdam,NL
212793,NL-ix,NL,"Equinix LD5 - London, Slough",GB
212793,NL-ix,NL,BIT-2,NL
212793,NL-ix,NL,Eurofiber Datacenter Nedzone,NL
212793,NL-ix,NL,Telehouse - London (Docklands West),GB
212793,NL-ix,NL,Telehouse - Frankfurt,DE
212793,NL-ix,NL,LuxConnect DC1.1 - Bettembourg,LU
212793,NL-ix,NL,"Equinix LD8 - London, Docklands",GB
212793,NL-ix,NL,Speedbone Berlin,DE
212793,NL-ix,NL,Bytesnet Rotterdam,NL
212793,NL-ix,NL,Rekenhal,NL
212793,NL-ix,NL,NorthC Rotterdam Waalhaven,NL
212793,NL-ix,NL,Digital Realty Amsterdam AMS17,NL
212793,NL-ix,NL,DNS:NET Colo I Berlin,DE
212793,NL-ix,NL,Mediagateway,NL
212793,NL-ix,NL,"Equinix FR4 - Frankfurt, West",DE
212793,NL-ix,NL,"Equinix DB3 - Dublin, Ballycoolin",IE
212793,NL-ix,NL,Telehouse - London (Docklands North Two),GB
212793,NL-ix,NL,"Equinix AM7 - Amsterdam, Kuiperberweg",NL
212793,NL-ix,NL,Bytesnet Groningen,NL
212793,NL-ix,NL,Equinix EN1 - Enschede,NL
212793,NL-ix,NL,EdgeConneX Amsterdam (EDCAMS01),NL
212793,NL-ix,NL,Global-e Datacenter NLRI1,NL
212793,NL-ix,NL,LuxConnect DC1.2 - Bettembourg,LU
212793,NL-ix,NL,NorthC Groningen 1,NL
212793,NL-ix,NL,NorthC Oude Meer,NL
212793,NL-ix,NL,Eurofiber Datacenter Amsterdam,NL
212793,NL-ix,NL,CarrierColo Berlin Luetzow (I/P/B/ site B),DE
212793,NL-ix,NL,KPN DC2,NL
212793,NL-ix,NL,Digital Realty Marseille MRS1/2/3/4,FR
212793,NL-ix,NL,euNetworks Amsterdam,NL
212793,NL-ix,NL,NorthC Duesseldorf,DE
212793,NL-ix,NL,NIKHEF Amsterdam,NL
212793,NL-ix,NL,NorthC Delft,NL
212793,NL-ix,NL,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",NL
212793,NL-ix,NL,GlobalConnect Taastrup 2,DK
212793,NL-ix,NL,Arelion Dusseldorf DDF/B,DE
212793,NL-ix,NL,ENGIE Cofely (Maastricht-Airport),NL
212793,NL-ix,NL,NorthC Rotterdam Zestienhoven 1,NL
212793,NL-ix,NL,Unilogic Networks Datacenter Sittard,NL
212793,NL-ix,NL,"Equinix AM11 - Amsterdam, Lemelerbergweg",NL
212793,NL-ix,NL,euNetworks Colocation Berlin,DE
212793,NL-ix,NL,EFX,NL
212793,NL-ix,NL,NewTelco Frankfurt,DE
212793,NL-ix,NL,"Equinix AM5 - Amsterdam, Schepenbergweg",NL
212793,NL-ix,NL,Equinix ZW1 - Zwolle,NL
212793,NL-ix,NL,Digital Realty Dublin DUB1-2,IE
212793,NL-ix,NL,"Equinix AM3 - Amsterdam, Science Park",NL
212793,NL-ix,NL,Global Switch Amsterdam,NL
212793,NL-ix,NL,QTS Groningen (GRO1),NL
212793,NL-ix,NL,Spaanse Kubus Rotterdam,NL
212793,NL-ix,NL,Digital Realty Brussels BRU1,BE
212793,NL-ix,NL,GlobalConnect Taastrup 1 (CPH1),DK
212793,NL-ix,NL,Eurofiber Datacenter Brabant,NL
212793,NL-ix,NL,Telehouse - London (Docklands South),GB
212793,NL-ix,NL,Digital Realty Copenhagen CPH1-3,DK
212793,NL-ix,NL,Digital Realty Amsterdam AMS9,NL
212793,NL-ix,NL,"Equinix AM1/AM2 - Amsterdam, Luttenbergweg",NL
212793,NL-ix,NL,Telehouse - Paris 2 (Voltaire - Léon Frot),FR
212793,NL-ix,NL,Telehouse - London (Docklands East),GB
212793,NL-ix,NL,Iron Mountain Data Center - Amsterdam (AMS-1),NL
212793,NL-ix,NL,Digital Realty Dusseldorf DUS1-3,DE
212793,NL-ix,NL,NorthC Amsterdam 1,NL
212793,NL-ix,NL,NorthC Eindhoven 1,NL
212793,EVIX,US,Hurricane Electric Fremont 2,US
212793,EVIX,US,Tech Futures YVR1,CA
212793,FREMIX,US,Hurricane Electric Fremont 2,US
212793,KCIX,US,1530 SWIFT - NOCIX,US
212793,KCIX,US,NOCIX Clay Facility,US
212793,KCIX,US,Netrality Kansas City - 1102 Grand,US
212793,KCIX,US,FiberComm 713 Nebraska,US
212793,KCIX,US,Netrality Kansas City Metro – KC2 | 7801 Nieman,US
212793,KCIX,US,Netrality St. Louis - 210 N Tucker,US
212793,KCIX,US,Cologix DSM1,US
212793,KCIX,US,LightEdge Kansas City Subtropolis (KCI1),US
212793,KCIX,US,Patmos KC1,US
212793,KCIX,US,Netrality St. Louis - 900 Walnut,US
212793,KCIX,US,Netrality Houston - 1301 Fannin,US
212793,KCIX,US,Cologix MIN1,US
151194,FogIXP,CH,firstcolo - FRA4,DE
151194,FogIXP,CH,Digital Realty Zurich ZUR1,CH
151194,FogIXP,CH,colozueri.ch Zurich,CH
151194,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
151194,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
151194,FogIXP,CH,NIKHEF Amsterdam,NL
151194,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
151194,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
151194,FogIXP,CH,Cogent Amsterdam,NL
151194,AKIX,CH,Equinix HK2 - Hong Kong,HK
151194,AKIX,CH,STE Network -  SHDC,CN
151194,AKIX,CH,Digital Realty Frankfurt FRA1-27,DE
151194,AKIX,CH,LuxConnect DC2 - Bissen,LU
151194,AKIX,CH,Equinix TY6 - Tokyo,JP
151194,Kawaii IX AMS,NL,Qupra DC,NL
151194,ONIX,CA,Equinix TR1 - Toronto,CA
151194,ONIX,CA,Telehouse Toronto (151 Front St West),CA
151194,ONIX,CA,Equinix TR2 - Toronto,CA
151194,LOCIX DUSSELDORF,DE,WIIT Datacenter DUS5,DE
151194,LOCIX DUSSELDORF,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
151194,BGP.Exchange - Amsterdam,NL,KoloDC NL1,NL
151194,BGP.Exchange - Amsterdam,NL,Qupra DC,NL
151194,BGP.Exchange - Amsterdam,NL,NIKHEF Amsterdam,NL
151194,BGP.Exchange - Zurich,CH,,
151194,TPIX-TW,TW,Chief HD Building Taipei,TW
151194,TPIX-TW,TW,Chief LY Building Taipei,TW
151194,TPIX-TW,TW,Chief LY2 Building Taipei,TW
151194,BGP.Exchange - Frankfurt,DE,,
151194,BGP.Exchange - Barcelona,ES,Templus Barcelona Datacenter,ES
151194,BGP.Exchange - Dusseldorf,DE,,
212985,BGP.Exchange - Frankfurt,DE,,
212985,BGP.Exchange - Berlin,DE,,
212985,Protocol 7 IX - Hong Kong,HK,,
212985,ZXIX Hong Kong,HK,,
212985,BGP.Exchange - Hong Kong,HK,iTech Towers 2,HK
212985,BGP.Exchange - London,GB,,
210426,ZXIX Hangzhou,CN,,
210426,BGP.Exchange - Frankfurt,DE,,
210426,LOCIX FRANKFURT,DE,NTT Frankfurt 1 Data Center (FRA1),DE
210426,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA29-32,DE
210426,LOCIX FRANKFURT,DE,iNTERWERK Rechenzentrum,DE
210426,LOCIX FRANKFURT,DE,maincubes AMS01,NL
210426,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA1-27,DE
210426,LOCIX FRANKFURT,DE,firstcolo - FRA4,DE
210426,LOCIX FRANKFURT,DE,WIIT Datacenter DUS5,DE
210426,LOCIX FRANKFURT,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
210426,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA28,DE
210426,LOCIX FRANKFURT,DE,MK Netzdienste Datacenter,DE
210426,LOCIX FRANKFURT,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
210426,LOCIX FRANKFURT,DE,Iron Mountain Data Center - Amsterdam (AMS-1),NL
210426,LOCIX FRANKFURT,DE,firstcolo - FRA1,DE
205603,ENTERNET IX,JP,,
205603,JCIX,JP,AT TOKYO (CC1/CC2),JP
205603,JCIX,JP,Otemachi Place West Tower (BBTower Shin-Otemachi),JP
205603,JCIX,JP,NTT  DOCOMO BUSINESS OS2 - Osaka (Telepark Dojima Building 2),JP
205603,JCIX,JP,NTT DATA Otemachi Bldg,JP
205603,Poema IX,TW,,
205603,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
205603,KleyReX,DE,aixit Frankfurt,DE
205603,KleyReX,DE,INTERNIC Frankfurt,DE
205603,KleyReX,DE,Telehouse - Frankfurt,DE
205603,KleyReX,DE,NewTelco Frankfurt,DE
205603,KleyReX,DE,MK Netzdienste Datacenter,DE
205603,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
205603,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
205603,KleyReX,DE,firstcolo - FRA4,DE
205603,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
205603,KleyReX,DE,iNTERWERK Rechenzentrum,DE
205603,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
205603,Aperture-IX,HK,Equinix HK5 - Hong Kong,HK
63631,Equinix Singapore,SG,Equinix SG5 - Singapore,SG
63631,Equinix Singapore,SG,Equinix SG4 - Singapore,SG
63631,Equinix Singapore,SG,Equinix SG3 - Singapore,SG
63631,Equinix Singapore,SG,Equinix SG2 - Singapore,SG
63631,Equinix Singapore,SG,Equinix SG1 - Singapore,SG
63631,Equinix Hong Kong,HK,Equinix HK1 - Hong Kong,HK
63631,Equinix Hong Kong,HK,Equinix HK5 - Hong Kong,HK
63631,Equinix Hong Kong,HK,Equinix HK6 - Hong Kong,HK
63631,Equinix Hong Kong,HK,Equinix HK3 - Hong Kong,HK
63631,Equinix Hong Kong,HK,Equinix HK2 - Hong Kong,HK
63631,HKIX,HK,MEGA Two (iAdvantage Hong Kong),HK
63631,HKIX,HK,Telehouse - Hong Kong CCC (HKCOLO TKO),HK
63631,HKIX,HK,Equinix HK2 - Hong Kong,HK
63631,HKIX,HK,NTT Com Asia Hong Kong Financial Data Center,HK
63631,HKIX,HK,CUHK,HK
63631,HKIX,HK,MEGA-i (iAdvantage Hong Kong),HK
209294,ZXIX Hong Kong,HK,,
209294,BGP.Exchange - Taipei,TW,,
209294,Protocol 7 IX - Hong Kong,HK,,
209294,BGP.Exchange - Singapore,SG,,
209294,ZXIX Hangzhou,CN,,
209294,FogIXP,CH,firstcolo - FRA4,DE
209294,FogIXP,CH,Digital Realty Zurich ZUR1,CH
209294,FogIXP,CH,colozueri.ch Zurich,CH
209294,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
209294,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
209294,FogIXP,CH,NIKHEF Amsterdam,NL
209294,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
209294,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
209294,FogIXP,CH,Cogent Amsterdam,NL
139589,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
139589,BFD-IX,GB,Legend Bradford,GB
139589,BFD-IX,GB,Legend Data Centres,GB
139589,FREMIX,US,Hurricane Electric Fremont 2,US
139589,PyramIX,EG,Digital Realty Frankfurt FRA1-27,DE
139589,PyramIX,EG,NIKHEF Amsterdam,NL
139589,PyramIX,EG,GPX Cairo 1,EG
139589,BGP.Exchange - Singapore,SG,,
139589,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
139589,KleyReX,DE,aixit Frankfurt,DE
139589,KleyReX,DE,INTERNIC Frankfurt,DE
139589,KleyReX,DE,Telehouse - Frankfurt,DE
139589,KleyReX,DE,NewTelco Frankfurt,DE
139589,KleyReX,DE,MK Netzdienste Datacenter,DE
139589,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
139589,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
139589,KleyReX,DE,firstcolo - FRA4,DE
139589,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
139589,KleyReX,DE,iNTERWERK Rechenzentrum,DE
139589,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
139589,TOHU IX,CN,,
131285,Equinix Singapore,SG,Equinix SG5 - Singapore,SG
131285,Equinix Singapore,SG,Equinix SG4 - Singapore,SG
131285,Equinix Singapore,SG,Equinix SG3 - Singapore,SG
131285,Equinix Singapore,SG,Equinix SG2 - Singapore,SG
131285,Equinix Singapore,SG,Equinix SG1 - Singapore,SG
131285,BBIX Singapore,SG,Global Switch Singapore,SG
131285,BBIX Singapore,SG,STT Singapore 5,SG
131285,BBIX Singapore,SG,Equinix SG1 - Singapore,SG
131285,BBIX Singapore,SG,Equinix SG3 - Singapore,SG
131285,BBIX Singapore,SG,Equinix SG2 - Singapore,SG
131285,BBIX Singapore,SG,Equinix SG5 - Singapore,SG
59083,SHIXP,CN,,
200890,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
200890,BGP.Exchange - Zurich,CH,,
200890,BGP.Exchange - London,GB,,
59034,CNIX,CN,,
62230,KleyReX,DE,ITENOS Frankfurt (FRA1),DE
62230,KleyReX,DE,aixit Frankfurt,DE
62230,KleyReX,DE,INTERNIC Frankfurt,DE
62230,KleyReX,DE,Telehouse - Frankfurt,DE
62230,KleyReX,DE,NewTelco Frankfurt,DE
62230,KleyReX,DE,MK Netzdienste Datacenter,DE
62230,KleyReX,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
62230,KleyReX,DE,Digital Realty Frankfurt FRA1-27,DE
62230,KleyReX,DE,firstcolo - FRA4,DE
62230,KleyReX,DE,"Equinix FR7 - Frankfurt, Gutleutstrasse",DE
62230,KleyReX,DE,iNTERWERK Rechenzentrum,DE
62230,KleyReX,DE,NTT Frankfurt 1 Data Center (FRA1),DE
214575,BGP.Exchange - Hong Kong,HK,iTech Towers 2,HK
214575,CXIX - Great Lakes,US,Equinix MT1 - Montreal,CA
214575,CXIX - Great Lakes,US,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
214575,Protocol 7 IX - Lycheen Japan,JP,,
214575,BGP.Exchange - Los Angeles,US,,
214575,BGP.Exchange - Frankfurt,DE,,
214575,BGP.Exchange - Tokyo,JP,,
207091,BGP.Exchange - Tokyo,JP,,
209645,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
207303,BGP.Exchange - Frankfurt,DE,,
207303,CXIX - Great Lakes,US,Equinix MT1 - Montreal,CA
207303,CXIX - Great Lakes,US,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
207303,Protocol 7 IX - Hong Kong,HK,,
207303,BGP.Exchange - Los Angeles,US,,
207303,BGP.Exchange - Fremont,US,,
207303,BGP.Exchange - Hong Kong,HK,iTech Towers 2,HK
207303,FogIXP,CH,firstcolo - FRA4,DE
207303,FogIXP,CH,Digital Realty Zurich ZUR1,CH
207303,FogIXP,CH,colozueri.ch Zurich,CH
207303,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
207303,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
207303,FogIXP,CH,NIKHEF Amsterdam,NL
207303,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
207303,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
207303,FogIXP,CH,Cogent Amsterdam,NL
212237,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
212237,OpenSwitch-IX,IN,,
212237,PyramIX,EG,Digital Realty Frankfurt FRA1-27,DE
212237,PyramIX,EG,NIKHEF Amsterdam,NL
212237,PyramIX,EG,GPX Cairo 1,EG
212237,TOHU IX,CN,,
212237,HamroIX-Amsterdam,NL,,
212237,ZXIX Hangzhou,CN,,
63727,CNIX,CN,,
137753,Equinix Hong Kong,HK,Equinix HK1 - Hong Kong,HK
137753,Equinix Hong Kong,HK,Equinix HK5 - Hong Kong,HK
137753,Equinix Hong Kong,HK,Equinix HK6 - Hong Kong,HK
137753,Equinix Hong Kong,HK,Equinix HK3 - Hong Kong,HK
137753,Equinix Hong Kong,HK,Equinix HK2 - Hong Kong,HK
208754,BGP.Exchange - Frankfurt,DE,,
208754,Ciallo～(∠·ω< )⌒★ IX - HK,HK,Equinix HK2 - Hong Kong,HK
208754,Ciallo～(∠·ω< )⌒★ IX - HK,HK,MEGA Gateway (iAdvantage Hong Kong),HK
208754,FogIXP,CH,firstcolo - FRA4,DE
208754,FogIXP,CH,Digital Realty Zurich ZUR1,CH
208754,FogIXP,CH,colozueri.ch Zurich,CH
208754,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
208754,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
208754,FogIXP,CH,NIKHEF Amsterdam,NL
208754,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
208754,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
208754,FogIXP,CH,Cogent Amsterdam,NL
208754,BGP.Exchange - Los Angeles,US,,
208754,BGP.Exchange - London,GB,,
208754,LOCIX FRANKFURT,DE,NTT Frankfurt 1 Data Center (FRA1),DE
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA29-32,DE
208754,LOCIX FRANKFURT,DE,iNTERWERK Rechenzentrum,DE
208754,LOCIX FRANKFURT,DE,maincubes AMS01,NL
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA1-27,DE
208754,LOCIX FRANKFURT,DE,firstcolo - FRA4,DE
208754,LOCIX FRANKFURT,DE,WIIT Datacenter DUS5,DE
208754,LOCIX FRANKFURT,DE,"Equinix FR5 - Frankfurt, KleyerStrasse",DE
208754,LOCIX FRANKFURT,DE,Digital Realty Frankfurt FRA28,DE
208754,LOCIX FRANKFURT,DE,MK Netzdienste Datacenter,DE
208754,LOCIX FRANKFURT,DE,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7",DE
208754,LOCIX FRANKFURT,DE,Iron Mountain Data Center - Amsterdam (AMS-1),NL
208754,LOCIX FRANKFURT,DE,firstcolo - FRA1,DE
213782,HN Internet Exchange (Main),US,1530 SWIFT - NOCIX,US
213782,BGP.Exchange - Tokyo,JP,,
213782,FogIXP,CH,firstcolo - FRA4,DE
213782,FogIXP,CH,Digital Realty Zurich ZUR1,CH
213782,FogIXP,CH,colozueri.ch Zurich,CH
213782,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
213782,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
213782,FogIXP,CH,NIKHEF Amsterdam,NL
213782,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
213782,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
213782,FogIXP,CH,Cogent Amsterdam,NL
200936,FogIXP,CH,firstcolo - FRA4,DE
200936,FogIXP,CH,Digital Realty Zurich ZUR1,CH
200936,FogIXP,CH,colozueri.ch Zurich,CH
200936,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
200936,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
200936,FogIXP,CH,NIKHEF Amsterdam,NL
200936,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
200936,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
200936,FogIXP,CH,Cogent Amsterdam,NL
200936,HN Internet Exchange (Main),US,1530 SWIFT - NOCIX,US
200936,Pigeon IX,US,Hetzner Online HEL1 (Helsinki),FI
200936,Pigeon IX,US,1530 SWIFT - NOCIX,US
200936,Pigeon IX,US,Hetzner Online FSN1 (Falkenstein),DE
200936,UNM-Exch Canada-West,CA,Tech Futures YVR1,CA
200936,UNM-Exch Canada-West,CA,Harbour Centre Vancouver,CA
200936,FREMIX,US,Hurricane Electric Fremont 2,US
200936,BGP.Exchange - Hong Kong,HK,iTech Towers 2,HK
200936,BGP.Exchange - Tokyo,JP,,
200936,BGP.Exchange - London,GB,,
200936,EVIX,US,Hurricane Electric Fremont 2,US
200936,EVIX,US,Tech Futures YVR1,CA
142553,BGP.Exchange - Amsterdam,NL,KoloDC NL1,NL
142553,BGP.Exchange - Amsterdam,NL,Qupra DC,NL
142553,BGP.Exchange - Amsterdam,NL,NIKHEF Amsterdam,NL
142553,MoeIX SEA,US,,
142553,BGP.Exchange - Rome,IT,,
142553,BGP.Exchange - London,GB,,
142553,ZXIX Hangzhou,CN,,
142553,IXP LI VAD,LI,,
142553,Poema IX,TW,,
142553,BGP.Exchange - Zurich,CH,,
142553,ZXIX Hong Kong,HK,,
142553,BGP.Exchange - Sydney,AU,,
142553,IXP UK LON,GB,,
142553,BGP.Exchange - Fremont,US,,
142553,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
142553,TOHU IX,CN,,
142553,PyramIX,EG,Digital Realty Frankfurt FRA1-27,DE
142553,PyramIX,EG,NIKHEF Amsterdam,NL
142553,PyramIX,EG,GPX Cairo 1,EG
142553,HamroIX-Amsterdam,NL,,
142553,IXP US FRE,US,,
142553,IXPSU Hangzhou,CN,,
142553,IXP NL DRO,NL,,
142553,BGP.Exchange - Frankfurt,DE,,
142553,IXP FI HEL,FI,,
142553,OpenSwitch-IX,IN,,
142553,BGP.Exchange - Singapore,SG,,
142553,ZXIX Wuhan (L),CN,,
142553,IX42 SG,SG,,
142553,BGP.Exchange - Dusseldorf,DE,,
142164,MoeIX SEA,US,,
142164,Poema IX,TW,,
212532,ZXIX Hong Kong,HK,,
214848,BGP.Exchange - Tokyo,JP,,
214848,Protocol 7 IX - Tokyo,JP,,
214848,Protocol 7 IX - Hong Kong,HK,,
205532,Aperture-IX,HK,Equinix HK5 - Hong Kong,HK
205532,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
150184,Poema IX,TW,,
150184,Nephren IX,HK,,
150184,CXIX - Great Lakes,US,Equinix MT1 - Montreal,CA
150184,CXIX - Great Lakes,US,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus",US
150184,MoeIX SEA,US,,
150184,Impart IX,SG,Digital Realty Singapore SIN11,SG
150184,Impart IX,SG,Equinix SG1 - Singapore,SG
150184,Pigeon IX,US,Hetzner Online HEL1 (Helsinki),FI
150184,Pigeon IX,US,1530 SWIFT - NOCIX,US
150184,Pigeon IX,US,Hetzner Online FSN1 (Falkenstein),DE
150184,4b42 Internet Exchange Point,CH,greenDatacenter Lupfig,CH
199310,FogIXP,CH,firstcolo - FRA4,DE
199310,FogIXP,CH,Digital Realty Zurich ZUR1,CH
199310,FogIXP,CH,colozueri.ch Zurich,CH
199310,FogIXP,CH,Digital Realty Frankfurt FRA1-27,DE
199310,FogIXP,CH,NTT Frankfurt 1 Data Center (FRA1),DE
199310,FogIXP,CH,NIKHEF Amsterdam,NL
199310,FogIXP,CH,Digital Realty Amsterdam AMS17,NL
199310,FogIXP,CH,NTT Zurich 1 Data Center (ZRH1),CH
199310,FogIXP,CH,Cogent Amsterdam,NL
199310,NRIX,TW,Chief HD Building Taipei,TW
